1;1;270;0;180;11111;-2;-2;-1;11111;-1;-1;90;0;2;0;0;0;0
0.6;1;270;0;40;11111;-2;-2;-1;11111;-1;-1;90;0;2;0;0;0;0
1;1;90;0;4;11111;-2;-2;-1;11111;-1;-1;90;0;2;0;0;0;0
0;1;270;0;999;11111;-2;-2;-1;11111;0.075;-1;90;0;2;0;0;0;0
1;1;0;0;140;11111;-2;-2;-1;11111;-1;-1;90;0;2;0;0;0;0
0.4;1;0;0;30;11111;-2;-2;-1;11111;-1;-1;90;0;2;0;0;0;0
1;1;180;0;4;11111;-2;-2;-1;11111;-1;-1;90;0;2;0;0;0;0
1;1;-1;-1;-1;11111;0;-0.4;290;11111;-1;-1;90;12;2;0;0;0;0
1;1;-1;-1;-1;11111;0;-0.2;275;11111;-1;-1;90;12;2;0;0;0;0
0.5;1;270;-1;32;11111;-2;-2;-1;11111;-1;-1;90;12;2;0;0;0;0
0;0;-1;-1;999;11111;-2;-2;-1;11111;0.5;-1;90;12;2;0;0;0;0
0;0;-1;-1;999;11111;-2;-2;-1;11111;0.25;-1;90;12;5;0;0;0;0
0.5;1;90;-1;18;11111;-2;-2;-1;11111;-1;-1;90;12;2;0;0;0;0
0;0;25;-1;999;11111;-2;-2;-1;11111;0.075;-1;90;0;2;0;0;0;0
1;1;-1;-1;-1;11111;0;0.4;65;11111;-1;-1;90;0;2;0;0;0;0
1;1;-1;-1;-1;11111;0;0.2;82;11111;-1;-1;90;0;2;0;0;0;0
0;0;-1;-1;999;11111;-2;-2;-1;11111;0.1;-1;90;0;2;0;0;0;0
0.5;0;90;-1;999;11111;-2;-2;-1;11111;-1;-1;90;0;2;0;1;0;0
0;0;30;-1;999;11111;-2;-2;-1;11111;1;-1;90;1;4;0;0;0;1
0;0;30;-1;999;11111;-2;-2;-1;11111;1;-1;90;1;1;1;0;0;0
0.25;1;270;-1;20;11111;-2;-2;-1;11111;-1;-1;90;0;2;0;0;0;0
1;1;-1;-1;-1;11111;0;-0.4;270;11111;-1;-1;90;12;2;0;0;0;0
1;1;-1;-1;-1;11111;0;-0.2;255;11111;-1;-1;90;12;2;0;0;0;0
0.5;1;270;-1;33;11111;-2;-2;-1;11111;-1;-1;90;12;2;0;0;0;0
0;0;-1;-1;999;11111;-2;-2;-1;11111;0.5;-1;90;12;2;0;0;0;0
0;0;-1;-1;999;11111;-2;-2;-1;11111;0.25;-1;90;12;3;0;0;0;0
0.5;1;90;-1;36;11111;-2;-2;-1;11111;-1;-1;90;12;2;0;0;0;0
0;0;85;0;999;11111;-2;-2;-1;11111;-1;-1;90;0;2;0;0;0;0
